2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03
2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03
2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03
2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03
2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03
2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03
2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03
2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03
2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03
2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03
2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03
2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03
2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03
2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03
2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03,2.029000000000000000e+03
